LOCO_TYPE,LOCO_NUMBER,YEAR,Availability_Days,Distance_Travelled,Distance_per_day,Total_Failures,Reliability,Failure_Rate,Age_of_Locomotive,Usage_Intensity,Maintenance_Frequency,Fuel_Efficiency,Operating_Hours,Fleet_Type,Efficiency_Score,Maintenance_Score,Risk_Score,Reliability_Category,Age_Category
2,36607,2024,180,52215,290.08,6,63.33,0.0333,23,1.450417,1.7,2.81,4007.98,Hired,13.03,2.64,1.1109,Medium,Old
1,1008,2020,229,31564,137.83,5,52.56,0.0218,14,0.68917,1.8,2.16,5112.43,NRZ,6.17,3.5,0.2103,Low,Mature
1,1027,2022,101,22068,218.5,3,48.62,0.0297,32,1.092475,0.9,3.28,2154.2,NRZ,10.24,1.47,1.0383,Low,Old
2,34839,2017,188,23398,124.46,4,66.35,0.0213,15,0.622287,1.28,2.59,3665.45,Hired,6.38,4.15,0.1988,Medium,Mature
2,34585,2022,271,71562,264.07,14,43.14,0.0517,12,1.320332,1.52,3.12,6199.52,Hired,11.54,3.32,0.8191,Low,Mature
2,35233,2019,340,48302,142.06,7,68.4,0.0206,3,0.710324,1.17,2.64,7082.71,Hired,6.82,17.1,0.0439,Medium,New
1,1021,2019,271,54788,202.17,4,70.42,0.0148,10,1.010849,0.99,2.54,5971.84,NRZ,9.17,6.4,0.1496,Medium,Young
1,2105,2018,187,44972,240.49,5,55.15,0.0267,14,1.20246,0.72,2.09,4117.11,NRZ,10.92,3.68,0.4495,Low,Mature
1,1029,2024,104,15512,149.15,7,41.98,0.0673,30,0.745769,1.49,2.36,2287.24,NRZ,6.78,1.35,1.5057,Low,Old
1,2107,2021,140,22143,158.16,8,41.92,0.0571,28,0.790821,1.53,3.07,2620.45,NRZ,8.45,1.45,1.2644,Low,Old
2,36796,2020,266,40782,153.32,9,52.48,0.0338,13,0.766579,1.5,2.54,5528.9,Hired,7.38,3.75,0.3368,Low,Mature
1,1026,2022,178,38690,193.24,12,36.45,0.0484,14,0.96619,1.22,3.02,3333.57,NRZ,11.61,2.43,0.6547,Critical,Mature
2,36779,2023,188,17170,91.33,10,57.4,0.0532,22,0.456649,0.59,3.29,4495.91,Hired,3.82,2.5,0.5345,Low,Old
2,34880,2021,145,14465,99.76,8,46.84,0.0552,30,0.498793,1.8,2.83,3183.69,Hired,4.54,1.51,0.826,Low,Old
1,1024,2023,128,14001,109.38,8,51.36,0.0625,32,0.546914,1.29,1.91,2989.87,NRZ,4.68,1.56,1.0938,Low,Old
2,35844,2022,291,38172,131.18,6,57.11,0.0206,4,0.655876,1.66,2.76,6133.29,Hired,6.22,11.42,0.054,Low,New
2,36969,2020,168,19661,117.03,4,56.85,0.0238,22,0.585149,0.54,3.21,3232.28,Hired,6.08,2.47,0.3064,Low,Old
2,34257,2020,132,32170,243.71,6,56.31,0.0455,29,1.218561,0.85,3.24,2879.47,Hired,11.17,1.88,1.6079,Low,Old
2,36788,2020,275,45247,164.53,6,59.01,0.0218,8,0.822673,1.62,1.66,5089.01,Hired,8.89,6.56,0.1435,Low,Young
1,2107,2021,259,83215,321.29,3,59.19,0.0116,3,1.606467,1.65,2.75,5047.64,NRZ,16.49,14.8,0.0559,Low,New
2,34229,2018,298,49410,165.81,2,84.46,0.0067,1,0.829027,0.91,2.72,6601.98,Hired,7.48,42.23,0.0056,High,New
2,35131,2017,225,63644,282.86,12,41.31,0.0533,17,1.414311,1.05,3.33,5225.47,Hired,12.18,2.3,1.2815,Low,Mature
2,36928,2021,98,18941,193.28,6,51.42,0.0612,31,0.966378,0.98,3.48,2085.91,Hired,9.08,1.61,1.8334,Low,Old
2,36436,2017,231,38886,168.34,4,63.49,0.0173,15,0.841688,1.27,2.13,4364.08,Hired,8.91,3.97,0.2184,Medium,Mature
1,1004,2019,279,38146,136.72,3,73.82,0.0108,9,0.68362,1.1,2.6,5403.43,NRZ,7.06,7.38,0.0664,Medium,Young
1,1016,2023,138,33365,241.78,8,49.46,0.058,28,1.208877,1.41,1.96,2934.73,NRZ,11.37,1.71,1.9632,Low,Old
2,34390,2017,300,77905,259.68,6,69.63,0.02,1,1.298417,1.95,2.86,5706.75,Hired,13.65,34.82,0.026,Medium,New
2,34644,2018,149,30646,205.68,11,46.25,0.0738,27,1.028389,0.65,1.95,3441.17,Hired,8.91,1.65,2.0492,Low,Old
2,35593,2020,309,35634,115.32,5,67.33,0.0162,7,0.576602,1.83,2.7,5763.23,Hired,6.18,8.42,0.0654,Medium,Young
2,34502,2021,190,40585,213.61,11,46.93,0.0579,22,1.068026,1.97,2.21,4446.15,Hired,9.13,2.04,1.3605,Low,Old
2,35384,2023,144,20718,143.88,3,66.37,0.0208,22,0.719375,1.81,1.72,2676.88,Hired,7.74,2.89,0.3292,Medium,Old
2,34839,2021,169,34756,205.66,10,42.9,0.0592,23,1.028284,0.6,2.1,3820.38,Hired,9.1,1.79,1.4001,Low,Old
1,2105,2018,144,23426,219.64,13,30.1,0.0783,27,1.098193,1.99,2.69,2802.39,NRZ,8.36,1.08,2.3217,Critical,Old
1,1002,2019,133,15415,115.9,6,55.99,0.0451,28,0.579511,1.6,2.93,2422.53,NRZ,6.36,1.93,0.7318,Low,Old
1,2106,2021,185,24415,131.97,7,53.38,0.0378,19,0.659865,1.27,1.88,3896.07,NRZ,6.27,2.67,0.4739,Low,Mature
2,35000,2021,207,44338,214.19,3,67.1,0.0145,11,1.070966,0.75,1.66,3993.58,Hired,11.1,5.59,0.1708,Medium,Mature
2,36978,2018,159,29116,183.12,11,51.44,0.0692,24,0.915597,1.27,3.5,3725.19,Hired,7.82,2.06,1.5206,Low,Old
2,35883,2022,232,53180,229.22,3,67.59,0.0129,7,1.146121,0.8,1.93,4602.65,Hired,11.55,8.45,0.1035,Medium,Young
2,35114,2019,214,26169,122.29,8,46.72,0.0374,18,0.611425,0.79,1.82,4779.8,Hired,5.47,2.46,0.4116,Low,Mature
1,1009,2019,131,31272,238.72,4,43.87,0.0305,29,1.193588,1.86,2.04,2370.19,NRZ,13.19,1.46,1.0557,Low,Old
1,1027,2022,139,21637,155.66,6,43.65,0.0432,24,0.778309,1.52,1.92,2850.67,NRZ,7.59,1.75,0.807,Low,Old
1,1008,2024,222,45451,204.73,7,44.71,0.0315,13,1.023671,0.96,1.64,4123.19,NRZ,11.02,3.19,0.4192,Low,Mature
1,1020,2017,256,57837,225.93,9,63.07,0.0352,6,1.129629,1.26,2.32,5903.93,NRZ,9.8,9.01,0.2386,Medium,Young
1,1019,2017,157,27118,172.73,5,47.17,0.0318,24,0.863631,1.66,1.89,2897.56,NRZ,9.36,1.89,0.6591,Low,Old
1,1019,2018,258,49681,192.56,5,66.03,0.0194,13,0.96281,1.13,3.31,6147.51,NRZ,8.08,4.72,0.2428,Medium,Mature
1,1006,2022,195,33800,173.33,6,61.32,0.0308,18,0.866667,0.83,2.15,3636.37,NRZ,9.29,3.23,0.4805,Medium,Mature
1,1026,2021,282,75037,266.09,11,47.68,0.039,6,1.330443,1.43,2.06,5704.79,NRZ,13.15,6.81,0.3113,Low,Young
1,2108,2023,202,29237,144.74,9,54.84,0.0446,19,0.723688,0.55,2.12,3843.86,NRZ,7.61,2.74,0.6133,Low,Mature
1,1026,2023,181,37389,206.57,6,49.65,0.0331,15,1.032845,0.89,2.96,4278.93,NRZ,8.74,3.1,0.5128,Low,Mature
1,1003,2018,195,33110,169.79,7,40.88,0.0359,23,0.848974,1.78,3.13,4609.99,NRZ,7.18,1.7,0.701,Low,Old
1,2104,2019,286,81756,285.86,5,56.4,0.0175,6,1.429301,1.01,3.24,6199.32,NRZ,13.19,8.06,0.1501,Low,Young
2,36048,2017,177,35343,199.68,6,53.63,0.0339,22,0.99839,1.35,2.17,3676.8,Hired,9.61,2.33,0.7446,Low,Old
1,1027,2024,166,30541,183.98,9,55.6,0.0542,18,0.91991,1.04,2.58,3567.66,NRZ,8.56,2.93,0.8975,Low,Mature
2,34815,2024,117,29463,251.82,5,58.39,0.0427,30,1.259103,1.22,2.33,2569.9,Hired,11.46,1.88,1.6129,Low,Old
1,2109,2021,202,32779,162.27,5,60.03,0.0248,11,0.811361,1.35,2.83,4742.93,NRZ,6.91,5.0,0.2213,Medium,Mature
2,3014,2020,304,54042,177.77,5,65.73,0.0164,8,0.888849,0.62,3.35,6181.78,Hired,8.74,7.3,0.1166,Medium,Young
1,2105,2017,279,86417,309.74,3,75.65,0.0108,3,1.548692,1.93,2.55,5023.65,NRZ,17.2,18.91,0.0502,Medium,New
1,1014,2020,344,75848,220.49,5,66.14,0.0145,2,1.102442,1.61,1.68,7062.97,NRZ,10.74,22.05,0.032,Medium,New
1,1011,2020,195,35647,182.81,8,45.06,0.041,17,0.914026,1.67,2.15,3883.21,NRZ,9.18,2.5,0.6371,Low,Mature
2,35261,2021,207,29040,140.29,7,51.36,0.0338,20,0.701449,0.83,3.08,3952.26,Hired,7.35,2.45,0.4742,Low,Mature
2,35176,2020,202,25481,126.14,9,43.04,0.0446,22,0.630718,0.92,3.35,4208.88,Hired,6.05,1.87,0.6189,Low,Old
2,37035,2018,187,48127,257.36,13,43.94,0.0695,21,1.286818,1.05,1.92,3841.62,Hired,12.53,2.0,1.8781,Low,Old
2,36333,2018,273,42801,156.78,7,60.15,0.0256,9,0.783901,1.83,1.86,5076.55,Hired,8.43,6.02,0.1806,Medium,Young
1,1022,2023,296,50484,170.55,4,61.47,0.0135,3,0.85277,0.99,2.21,6301.57,NRZ,8.01,15.37,0.0345,Medium,New
1,2104,2023,98,19763,201.66,6,44.03,0.0612,31,1.008316,1.84,1.79,2294.76,NRZ,8.61,1.38,1.913,Low,Old
2,36870,2023,298,75358,252.88,9,65.52,0.0302,4,1.264396,1.45,1.83,5959.81,Hired,12.64,13.1,0.1527,Medium,New
2,35607,2024,177,42833,241.99,5,63.88,0.0282,25,1.209972,1.53,2.11,4069.05,Hired,10.53,2.46,0.853,Medium,Old
2,34979,2021,296,60312,203.76,11,50.63,0.0372,8,1.018784,0.52,2.0,5452.05,Hired,11.06,5.63,0.3032,Low,Young
2,35975,2019,224,55209,246.47,8,50.57,0.0357,18,1.232344,0.72,2.5,4938.84,Hired,11.18,2.66,0.7919,Low,Mature
1,1019,2018,138,25012,181.25,5,53.85,0.0362,26,0.906232,1.51,2.21,2860.76,NRZ,8.74,1.99,0.8529,Low,Old
2,34283,2023,313,70347,224.75,8,52.37,0.0256,7,1.123754,0.88,3.36,6863.56,Hired,10.25,6.55,0.2014,Low,Young
1,1002,2024,266,57431,215.91,10,57.12,0.0376,11,1.07953,1.0,1.79,5289.54,NRZ,10.86,4.76,0.4465,Low,Mature
1,1016,2018,189,39916,211.2,7,59.92,0.037,20,1.055979,1.05,2.33,3697.51,NRZ,10.8,2.85,0.7814,Low,Mature
1,1014,2019,341,70416,206.5,5,66.34,0.0147,1,1.032493,1.42,1.53,7272.79,NRZ,9.68,33.17,0.0152,Medium,New
2,35823,2019,158,34424,217.87,6,46.67,0.038,28,1.089367,1.26,2.25,3475.55,Hired,9.9,1.61,1.1591,Low,Old
2,35776,2023,178,22521,126.52,6,54.37,0.0337,18,0.632612,1.2,3.19,4056.03,Hired,5.55,2.86,0.3837,Low,Mature
1,1023,2017,218,37576,172.37,6,66.32,0.0275,11,0.861835,1.29,2.12,4906.64,NRZ,7.66,5.53,0.2607,Medium,Mature
2,34566,2018,264,67906,257.22,6,72.51,0.0227,3,1.286098,0.75,3.4,5517.47,Hired,12.31,18.13,0.0876,Medium,New
1,1003,2023,228,30836,135.25,8,45.04,0.0351,14,0.676228,1.96,2.13,4705.44,NRZ,6.55,3.0,0.3323,Low,Mature
1,1020,2023,142,37277,262.51,8,53.55,0.0563,25,1.31257,1.38,3.34,2639.67,NRZ,14.12,2.06,1.8474,Low,Old
2,36189,2021,149,19992,134.17,8,59.6,0.0537,24,0.670872,0.53,3.34,3482.16,Hired,5.74,2.38,0.8646,Low,Old
1,2107,2021,199,38382,192.87,8,47.1,0.0402,21,0.964372,1.8,3.35,4595.28,NRZ,8.35,2.14,0.8141,Low,Old
2,35114,2020,241,28327,117.54,6,60.21,0.0249,7,0.587697,1.62,1.64,5383.32,Hired,5.26,7.53,0.1024,Medium,Young
1,1026,2020,126,38658,306.81,11,49.5,0.0873,27,1.534048,1.67,3.02,2598.99,NRZ,14.87,1.77,3.6159,Low,Old
1,2105,2022,141,17542,124.41,8,40.45,0.0567,24,0.622057,0.79,2.24,2664.23,NRZ,6.58,1.62,0.8465,Low,Old
1,1024,2024,101,31362,310.51,5,57.13,0.0495,33,1.552574,0.89,2.95,1908.85,NRZ,16.43,1.68,2.5361,Low,Old
2,35131,2024,222,45836,206.47,4,66.44,0.018,9,1.032342,1.08,2.13,5087.61,Hired,9.01,6.64,0.1672,Medium,Young
1,1013,2023,332,90295,271.97,11,56.23,0.0331,4,1.359864,1.14,1.72,7693.73,NRZ,11.74,11.25,0.18,Low,New
2,36474,2018,197,25555,129.72,6,62.63,0.0305,19,0.648604,1.35,2.33,4285.05,Hired,5.96,3.13,0.3759,Medium,Mature
1,1010,2017,187,42875,229.28,5,60.34,0.0267,22,1.14639,1.77,2.45,3382.72,NRZ,12.67,2.62,0.6734,Medium,Old
1,1007,2018,282,58572,207.7,6,56.58,0.0213,1,1.038511,1.81,3.19,5794.5,NRZ,10.11,28.29,0.0221,Low,New
1,1020,2018,140,24070,171.93,5,56.32,0.0357,24,0.859643,1.84,3.17,2821.97,NRZ,8.53,2.25,0.7365,Low,Old
1,1009,2017,200,35586,177.93,9,41.67,0.045,16,0.88965,1.28,2.57,3693.3,NRZ,9.64,2.45,0.6405,Low,Mature
2,34972,2021,343,45528,132.73,2,74.4,0.0058,1,0.663673,0.92,1.86,6779.26,Hired,6.72,37.2,0.0038,Medium,New
2,34399,2021,243,42869,176.42,9,65.8,0.037,10,0.882078,1.85,2.84,4970.34,Hired,8.62,5.98,0.3264,Medium,Young
2,36877,2018,228,54279,238.07,11,58.09,0.0482,17,1.190329,1.28,1.89,4700.35,Hired,11.55,3.23,0.9754,Low,Mature
2,34747,2022,230,63513,276.14,8,58.58,0.0348,8,1.380717,1.53,2.02,4493.57,Hired,14.13,6.51,0.3844,Low,Young
2,34577,2020,330,100823,305.52,8,65.07,0.0242,2,1.527621,1.43,2.65,6404.74,Hired,15.74,21.69,0.0739,Medium,New
1,2102,2019,133,21172,198.75,7,37.09,0.0464,29,0.993775,1.45,1.73,2847.52,NRZ,7.44,1.24,1.3372,Critical,Old
2,34775,2018,138,32664,236.7,7,47.18,0.0507,27,1.183478,1.75,1.57,3286.75,Hired,9.94,1.68,1.6201,Low,Old
2,34283,2023,251,34255,136.47,4,74.0,0.0159,11,0.682371,0.78,3.23,5700.6,Hired,6.01,6.17,0.1193,Medium,Mature
1,1016,2022,197,34505,175.15,9,49.72,0.0457,20,0.875761,1.91,2.96,4586.43,NRZ,7.52,2.37,0.8004,Low,Mature
1,1014,2023,107,27052,252.82,6,43.2,0.0561,30,1.264112,1.88,2.43,1971.18,NRZ,13.72,1.39,2.1275,Low,Old
1,1019,2020,249,36149,145.18,8,57.04,0.0321,11,0.725884,1.01,2.71,5354.49,NRZ,6.75,4.75,0.2563,Low,Mature
1,2105,2020,228,41516,182.09,5,61.46,0.0219,16,0.910439,1.9,3.23,4580.28,NRZ,9.06,3.62,0.319,Medium,Mature
2,35637,2018,261,68568,262.71,6,62.1,0.023,5,1.313563,1.54,1.69,4701.31,Hired,14.58,10.35,0.1511,Medium,New
2,35674,2022,243,44666,183.81,8,64.95,0.0329,16,0.919053,1.54,1.6,4538.6,Hired,9.84,3.82,0.4838,Medium,Mature
1,1006,2018,275,61820,224.8,7,51.34,0.0255,4,1.124,0.99,2.21,5231.51,NRZ,11.82,10.27,0.1146,Low,New
1,1019,2020,166,26089,157.16,5,46.31,0.0301,21,0.785813,1.77,2.08,3523.87,NRZ,7.4,2.1,0.4967,Low,Old
1,2104,2017,215,33912,157.73,7,47.44,0.0326,19,0.788651,1.77,1.61,4377.53,NRZ,7.75,2.37,0.4885,Low,Mature
2,34381,2021,197,30106,152.82,7,65.38,0.0355,21,0.764112,1.94,1.77,4618.97,Hired,6.52,2.97,0.5696,Medium,Old
1,1012,2017,344,33129,96.31,6,53.73,0.0174,1,0.481526,1.98,3.04,6733.16,NRZ,4.92,26.86,0.0084,Low,New
2,35944,2018,257,49179,191.36,9,66.44,0.035,9,0.95679,1.67,2.83,5295.22,Hired,9.29,6.64,0.3014,Medium,Young
1,1009,2018,216,54144,250.67,6,57.71,0.0278,10,1.253333,1.57,3.11,4661.63,NRZ,11.61,5.25,0.3484,Low,Young
1,1025,2017,152,25579,191.42,10,34.39,0.0578,25,0.95711,1.21,3.23,3395.44,NRZ,7.53,1.32,1.383,Critical,Old
1,1016,2018,93,13936,140.02,8,35.69,0.0625,28,0.700117,1.81,3.39,2223.97,NRZ,6.27,1.23,1.2252,Critical,Old
1,1025,2019,137,18707,136.55,5,48.27,0.0365,27,0.682737,0.52,2.43,2677.38,NRZ,6.99,1.72,0.6728,Low,Old
1,2102,2024,214,21168,98.92,7,45.43,0.0327,18,0.494579,1.0,2.24,4730.37,NRZ,4.47,2.39,0.2911,Low,Mature
1,1026,2021,250,34457,137.83,10,55.38,0.04,12,0.68914,1.82,3.06,4616.89,NRZ,7.46,4.26,0.3308,Low,Mature
2,36896,2020,86,20297,232.5,9,38.94,0.0882,30,1.1625,1.53,1.99,1975.24,Hired,10.28,1.26,3.076,Critical,Old
1,2106,2019,152,17912,123.74,12,36.17,0.0706,26,0.618706,1.43,2.05,3471.11,NRZ,5.16,1.34,1.1357,Critical,Old
1,1007,2021,189,30002,158.74,5,52.62,0.0265,17,0.793704,0.51,2.49,3823.1,NRZ,7.85,2.92,0.3576,Low,Mature
2,36212,2023,236,72676,307.95,12,50.7,0.0508,13,1.539746,1.84,2.72,5126.01,Hired,14.18,3.62,1.0168,Low,Mature
1,1025,2021,224,72904,325.46,8,46.17,0.0357,9,1.627321,1.88,2.77,4080.18,NRZ,17.87,4.62,0.5229,Low,Young
2,34748,2020,212,69032,325.62,9,56.11,0.0425,9,1.628113,0.94,2.35,4052.55,Hired,17.03,5.61,0.6228,Low,Young
1,1009,2022,287,46945,163.57,3,75.36,0.0105,5,0.817857,0.78,2.21,5848.74,NRZ,8.03,12.56,0.0429,Medium,New
2,34293,2022,106,10421,98.31,7,56.52,0.066,32,0.491557,0.8,2.52,2162.81,Hired,4.82,1.71,1.0382,Low,Old
2,36958,2017,145,31714,218.72,5,49.34,0.0345,27,1.093586,1.63,1.79,3408.12,Hired,9.31,1.76,1.0187,Low,Old
1,2108,2023,135,22743,168.47,4,56.38,0.0296,30,0.842333,1.16,2.3,2622.13,NRZ,8.67,1.82,0.748,Low,Old
2,35899,2017,188,49277,262.11,6,53.33,0.0319,16,1.310559,1.95,2.73,3403.05,Hired,14.48,3.14,0.6689,Low,Mature
2,35413,2018,158,28288,179.04,6,64.55,0.038,21,0.89519,1.39,1.96,3504.07,Hired,8.07,2.93,0.7144,Medium,Old
2,36149,2020,226,32115,142.1,5,58.57,0.0221,18,0.710509,0.72,1.5,4500.28,Hired,7.14,3.08,0.2826,Low,Mature
2,35878,2018,162,25676,158.49,5,62.12,0.0309,24,0.792469,1.91,1.91,3761.34,Hired,6.83,2.48,0.5877,Medium,Old
1,1025,2022,210,44037,209.7,5,46.68,0.0238,19,1.0485,0.94,2.18,4390.09,NRZ,10.03,2.33,0.4741,Low,Mature
1,1029,2021,257,43191,168.06,3,65.06,0.0117,4,0.840292,0.7,1.79,5503.52,NRZ,7.85,13.01,0.0393,Medium,New
1,1011,2021,169,34897,206.49,4,64.61,0.0237,17,1.032456,0.55,2.78,3331.45,NRZ,10.48,3.59,0.416,Medium,Mature
1,1022,2021,109,12927,118.6,5,41.22,0.0459,30,0.592982,0.88,1.52,2520.57,NRZ,5.13,1.33,0.8165,Low,Old
2,34994,2021,216,37864,175.3,4,60.37,0.0185,13,0.876481,1.78,2.35,5114.87,Hired,7.4,4.31,0.2108,Medium,Mature
1,1024,2017,349,86762,248.6,8,56.1,0.0229,1,1.243009,1.51,1.69,7560.38,NRZ,11.48,28.05,0.0285,Low,New
2,34511,2018,141,27993,198.53,9,55.83,0.0638,27,0.99266,1.82,2.41,2784.22,Hired,10.05,1.99,1.71,Low,Old
1,1015,2019,335,41412,123.62,4,71.45,0.0119,1,0.61809,1.11,2.98,6689.82,NRZ,6.19,35.72,0.0074,Medium,New
2,36041,2019,268,32798,122.38,10,59.13,0.0373,13,0.611903,1.84,1.86,6272.51,Hired,5.23,4.22,0.2967,Low,Mature
1,1007,2018,154,37998,246.74,5,63.02,0.0325,22,1.233701,1.15,3.35,3192.71,NRZ,11.9,2.74,0.8821,Medium,Old
2,36563,2024,256,75699,295.7,6,67.74,0.0234,10,1.478496,1.05,2.11,5686.72,Hired,13.31,6.16,0.346,Medium,Young
1,1013,2018,209,38968,186.45,10,49.81,0.0478,17,0.932249,1.82,2.46,4785.42,NRZ,8.14,2.77,0.7575,Low,Mature
2,35972,2020,196,49363,251.85,10,43.4,0.051,19,1.25926,0.59,2.61,4651.71,Hired,10.61,2.17,1.2202,Low,Mature
2,35537,2024,176,21950,124.72,10,50.96,0.0568,22,0.62358,1.99,2.34,4163.41,Hired,5.27,2.22,0.7792,Low,Old
1,1031,2019,325,43255,133.09,3,64.61,0.0092,2,0.665462,1.02,3.27,6044.56,NRZ,7.16,21.54,0.0122,Medium,New
2,34394,2019,241,81817,339.49,17,43.63,0.0705,16,1.697448,1.48,1.61,5539.7,Hired,14.77,2.57,1.9147,Low,Mature
2,36468,2019,101,23387,267.7,12,37.7,0.0851,28,1.338511,1.9,3.25,2219.63,Hired,10.54,1.3,3.1894,Critical,Old
2,37001,2017,301,31279,103.92,5,74.62,0.0166,1,0.519585,0.58,2.93,6172.68,Hired,5.07,37.31,0.0086,Medium,New
2,34753,2018,157,35203,224.22,10,48.19,0.0637,25,1.121115,0.81,2.16,3266.09,Hired,10.78,1.85,1.7854,Low,Old
1,1015,2022,132,13126,99.44,4,52.45,0.0303,28,0.497197,0.96,1.98,2464.56,NRZ,5.33,1.81,0.4218,Low,Old
1,1016,2018,322,39222,121.81,3,74.09,0.0093,3,0.609037,0.89,2.97,5879.84,NRZ,6.67,18.52,0.017,Medium,New
1,1030,2023,97,20823,238.9,7,38.45,0.0556,26,1.194524,0.86,2.75,1815.17,NRZ,11.47,1.42,1.7268,Critical,Old
1,1017,2024,120,18196,151.63,4,51.72,0.0333,31,0.758167,1.07,1.98,2203.73,NRZ,8.26,1.62,0.7827,Low,Old
1,1011,2023,214,41228,192.65,6,49.53,0.028,18,0.963271,0.69,2.54,4184.42,NRZ,9.85,2.61,0.4855,Low,Mature
1,1007,2017,272,44055,161.97,3,72.44,0.011,6,0.809835,1.46,2.2,5506.96,NRZ,8.0,10.35,0.0534,Medium,Young
2,36137,2022,246,55819,226.91,5,63.75,0.0203,10,1.134533,0.64,1.69,4617.52,Hired,12.09,5.8,0.2303,Medium,Young
1,2103,2017,321,86023,267.98,4,64.09,0.0125,4,1.339922,0.67,1.79,6024.6,NRZ,14.28,12.82,0.067,Medium,New
2,35863,2020,313,80074,255.83,4,65.88,0.0128,4,1.279137,1.26,3.36,7234.24,Hired,11.07,13.18,0.0655,Medium,New
2,34236,2019,265,50014,188.73,6,62.5,0.0226,12,0.94366,1.18,3.23,5328.66,Hired,9.39,4.81,0.2559,Medium,Mature
2,35647,2018,259,42706,164.89,5,75.3,0.0193,1,0.82444,0.82,1.71,5768.67,Hired,7.4,37.65,0.0159,Medium,New
2,36111,2017,170,22780,134.0,8,54.26,0.0471,26,0.67,1.57,2.26,3956.55,Hired,5.76,2.01,0.8205,Low,Old
2,34512,2018,311,42977,138.19,5,70.86,0.0161,2,0.690949,0.93,2.53,7100.78,Hired,6.05,23.62,0.0222,Medium,New
1,1004,2019,192,49470,257.66,7,40.58,0.0365,22,1.288281,0.63,1.64,4438.9,NRZ,11.14,1.76,1.0345,Low,Old
2,35349,2022,268,59955,223.71,7,60.82,0.0261,13,1.118563,1.23,2.68,5403.17,Hired,11.1,4.34,0.3795,Medium,Mature
1,1021,2023,126,19391,153.9,6,43.83,0.0476,31,0.769484,1.12,2.69,2957.14,NRZ,6.56,1.37,1.1355,Low,Old
1,1006,2020,246,65449,266.05,4,58.5,0.0163,4,1.330264,1.06,1.57,4959.04,NRZ,13.2,11.7,0.0867,Low,New
2,34495,2022,195,36855,189.0,6,69.14,0.0308,12,0.945,1.38,3.44,3545.48,Hired,10.39,5.32,0.3493,Medium,Mature
1,1005,2018,157,31251,199.05,6,46.62,0.0382,20,0.995255,1.34,3.49,3337.43,NRZ,9.36,2.22,0.7604,Low,Mature
2,35539,2021,231,78104,337.88,14,39.72,0.0478,9,1.689386,1.25,1.71,4664.59,Hired,16.74,3.97,0.7268,Critical,Young
2,36618,2023,227,26766,117.91,7,69.46,0.0308,10,0.589559,0.62,1.65,4633.18,Hired,5.78,6.31,0.1816,Medium,Young
2,36238,2017,268,54368,202.87,3,83.28,0.0112,1,1.014328,0.59,2.68,5667.44,Hired,9.59,41.64,0.0114,High,New
2,34509,2018,152,22852,150.34,8,57.31,0.0526,25,0.751711,1.76,3.39,3297.95,Hired,6.93,2.2,0.9885,Low,Old
2,36938,2023,157,23138,147.38,9,57.64,0.0573,22,0.736879,0.76,3.19,3725.5,Hired,6.21,2.51,0.9289,Low,Old
1,1010,2017,172,35107,204.11,10,49.72,0.0581,23,1.020552,1.79,1.74,3571.07,NRZ,9.83,2.07,1.3638,Low,Old
2,36168,2020,144,34969,242.84,4,57.1,0.0278,28,1.214201,0.64,2.44,2912.5,Hired,12.01,1.97,0.9451,Low,Old
1,1006,2024,266,50572,190.12,9,49.51,0.0338,13,0.950602,1.82,3.07,5186.7,NRZ,9.75,3.54,0.4177,Low,Mature
2,35904,2017,313,103593,330.97,7,64.73,0.0224,4,1.65484,1.51,1.56,5758.42,Hired,17.99,12.95,0.1483,Medium,New
1,1014,2017,166,32220,194.1,7,59.68,0.0422,21,0.970482,0.59,2.62,3704.91,NRZ,8.7,2.71,0.86,Low,Old
1,2108,2021,122,19184,157.25,7,53.21,0.0574,29,0.78623,0.57,2.18,2760.19,NRZ,6.95,1.77,1.3088,Low,Old
2,34977,2024,102,14676,151.91,9,39.37,0.0643,30,0.759536,1.95,3.1,2285.53,Hired,6.42,1.27,1.4651,Critical,Old
1,1031,2018,126,20406,161.95,3,59.18,0.0238,28,0.809762,2.0,2.51,2794.96,NRZ,7.3,2.04,0.5396,Low,Old
2,36791,2019,143,46911,328.05,7,59.39,0.049,23,1.640245,1.52,2.03,3201.41,Hired,14.65,2.47,1.8486,Low,Old
2,34761,2023,194,23862,123.0,5,66.24,0.0258,17,0.615,0.57,2.88,4317.93,Hired,5.53,3.68,0.2697,Medium,Mature
2,35948,2021,249,72136,289.7,4,71.61,0.0161,6,1.448514,1.1,3.38,5580.52,Hired,12.93,10.23,0.1399,Medium,Young
1,1017,2022,163,24956,153.1,4,56.37,0.0245,27,0.765521,1.42,2.84,3327.54,NRZ,7.5,2.01,0.5064,Low,Old
1,1021,2019,204,32524,159.43,5,51.73,0.0245,11,0.797157,1.75,3.42,4041.63,NRZ,8.05,4.31,0.2148,Low,Mature
1,1007,2022,252,33446,132.72,11,46.92,0.0437,14,0.663611,0.93,2.49,4728.74,NRZ,7.07,3.13,0.406,Low,Mature
2,34770,2022,111,14025,118.64,10,35.35,0.0758,30,0.59322,1.76,1.73,2291.91,Hired,6.12,1.14,1.349,Critical,Old
1,1026,2018,209,30811,147.42,10,52.06,0.0478,16,0.737105,1.43,2.11,4955.63,NRZ,6.22,3.06,0.5637,Low,Mature
